126.23974	-0.15951	0.00000
126.34208	-0.15948	0.00000
126.44390	-0.15945	0.00000
126.54468	-0.15930	0.00000
126.64701	-0.15927	0.00000
126.74857	-0.15915	0.00000
126.85091	-0.15906	0.00000
126.95299	-0.15894	0.00000
127.05455	-0.15873	0.00000
127.15844	-0.15867	0.00000
127.25948	-0.15849	0.00000
127.36338	-0.15846	0.00000
127.46468	-0.15834	0.00000
127.56675	-0.15819	0.00000
127.66909	-0.15807	0.00000
127.77065	-0.15792	0.00000
127.87429	-0.15765	0.00000
127.97558	-0.15753	0.00000
128.07870	-0.15732	0.00000
128.17948	-0.15717	0.00000
128.28078	-0.15696	0.00000
128.38104	-0.15666	0.00000
128.48338	-0.15657	0.00000
128.58494	-0.15639	0.00000
128.68597	-0.15627	0.00000
128.78597	-0.15597	0.00000
128.88623	-0.15579	0.00000
128.98909	-0.15573	0.00000
129.08935	-0.15555	0.00000
129.18987	-0.15531	0.00000
129.29039	-0.15507	0.00000
129.39065	-0.15486	0.00000
129.49325	-0.15477	0.00000
129.59481	-0.15462	0.00000
129.69714	-0.15429	0.00000
129.79740	-0.15408	0.00000
129.89844	-0.15393	0.00000
130.00078	-0.15369	0.00000
130.10130	-0.15345	0.00000
130.20390	-0.15336	0.00000
130.30416	-0.15297	0.00000
130.40468	-0.15288	0.00000
130.50494	-0.15264	0.00000
130.60753	-0.15243	0.00000
130.70909	-0.15231	0.00000
130.81117	-0.15204	0.00000
130.91169	-0.15183	0.00000
131.01403	-0.15159	0.00000
131.11740	-0.15144	0.00000
131.21818	-0.15123	0.00000
131.31870	-0.15108	0.00000
131.42156	-0.15087	0.00000
131.52390	-0.15054	0.00000
131.62442	-0.15036	0.00000
131.72571	-0.15009	0.00000
131.82779	-0.14997	0.00000
131.92857	-0.14973	0.00000
132.03065	-0.14958	0.00000
132.13273	-0.14934	0.00000
132.23429	-0.14907	0.00000
132.33610	-0.14898	0.00000
132.43740	-0.14880	0.00000
132.53766	-0.14850	0.00000
132.63792	-0.14832	0.00000
132.73974	-0.14811	0.00000
132.84208	-0.14796	0.00000
132.94234	-0.14784	0.00000
133.04338	-0.14760	0.00000
133.14390	-0.14730	0.00000
133.24519	-0.14724	0.00000
133.34831	-0.14694	0.00000
133.44909	-0.14682	0.00000
133.54935	-0.14661	0.00000
133.65221	-0.14634	0.00000
133.75273	-0.14613	0.00000
133.85377	-0.14589	0.00000
133.95455	-0.14583	0.00000
134.05688	-0.14562	0.00000
134.15766	-0.14538	0.00000
134.26000	-0.14517	0.00000
134.36208	-0.14502	0.00000
134.46208	-0.14472	0.00000
134.56416	-0.14460	0.00000
134.66494	-0.14436	0.00000
134.76727	-0.14415	0.00000
134.86987	-0.14394	0.00000
134.97013	-0.14382	0.00000
135.07247	-0.14361	0.00000
135.17429	-0.14337	0.00000
135.27532	-0.14328	0.00000
135.37636	-0.14301	0.00000
135.47870	-0.14271	0.00000
135.57948	-0.14268	0.00000
135.68156	-0.14238	0.00000
135.78182	-0.14223	0.00000
135.88234	-0.14208	0.00000
135.98442	-0.14187	0.00000
136.08597	-0.14169	0.00000
136.18649	-0.14157	0.00000
136.28805	-0.14133	0.00000
136.38883	-0.14112	0.00000
136.49013	-0.14103	0.00000
136.59065	-0.14082	0.00000
136.69169	-0.14067	0.00000
136.79195	-0.14055	0.00000
136.89273	-0.14031	0.00000
136.99403	-0.14001	0.00000
137.09429	-0.13995	0.00000
137.19455	-0.13971	0.00000
137.29610	-0.13947	0.00000
137.39688	-0.13938	0.00000
137.49844	-0.13917	0.00000
137.59896	-0.13896	0.00000
137.69974	-0.13884	0.00000
137.80026	-0.13854	0.00000
137.90208	-0.13833	0.00000
138.00338	-0.13812	0.00000
138.10519	-0.13791	0.00000
138.20597	-0.13782	0.00000
138.30727	-0.13770	0.00000
138.40805	-0.13746	0.00000
138.50909	-0.13725	0.00000
138.61117	-0.13710	0.00000
138.71273	-0.13692	0.00000
138.81351	-0.13671	0.00000
138.91377	-0.13656	0.00000
139.01506	-0.13638	0.00000
139.11610	-0.13611	0.00000
139.21688	-0.13587	0.00000
139.31844	-0.13572	0.00000
139.41844	-0.13554	0.00000
139.51896	-0.13533	0.00000
139.62078	-0.13521	0.00000
139.72234	-0.13500	0.00000
139.82338	-0.13479	0.00000
139.92468	-0.13455	0.00000
140.02494	-0.13440	0.00000
140.12623	-0.13431	0.00000
140.22753	-0.13407	0.00000
140.32805	-0.13395	0.00000
140.42935	-0.13371	0.00000
140.53065	-0.13347	0.00000
140.63195	-0.13335	0.00000
140.73221	-0.13317	0.00000
140.83351	-0.13308	0.00000
140.93481	-0.13290	0.00000
141.03610	-0.13269	0.00000
141.13766	-0.13257	0.00000
141.23766	-0.13236	0.00000
141.33922	-0.13221	0.00000
141.43922	-0.13200	0.00000
141.54026	-0.13185	0.00000
141.64208	-0.13176	0.00000
141.74234	-0.13152	0.00000
141.84286	-0.13137	0.00000
141.94312	-0.13125	0.00000
142.04338	-0.13101	0.00000
142.14442	-0.13092	0.00000
142.03195	-0.13077	0.00000
